#t p q a dW Et
381.72 -1.38058 0.307794 -0.302957 0 1
381.73 -1.38355 0.293974 -0.289758 -0 1
381.74 -1.38638 0.280124 -0.276475 0 1
381.75 -1.38908 0.266246 -0.263112 -0 1
381.76 -1.39164 0.252343 -0.249673 -0 1
381.77 -1.39407 0.238414 -0.236162 0 1
381.78 -1.39636 0.224462 -0.222582 0 1
381.79 -1.39852 0.210487 -0.208936 0 1
381.8 -1.40054 0.196492 -0.19523 -0 1
381.81 -1.40242 0.182477 -0.181466 0 1
381.82 -1.40417 0.168444 -0.167648 -0 1
381.83 -1.40578 0.154394 -0.153781 0 1
381.84 -1.40725 0.140329 -0.139869 -0 1
381.85 -1.40857 0.12625 -0.125914 -0 1
381.86 -1.40976 0.112158 -0.111923 0 1
381.87 -1.41081 0.0980547 -0.0978977 -0 1
381.88 -1.41172 0.0839419 -0.0838434 -0 1
381.89 -1.41249 0.0698208 -0.069764 0 1
381.9 -1.41312 0.0556926 -0.0556638 -0 1
381.91 -1.4136 0.0415589 -0.0415469 0 1
381.92 -1.41395 0.027421 -0.0274176 0 1
381.93 -1.41415 0.0132804 -0.01328 0 1
381.94 -1.41421 -0.000861545 0.000861545 0 1
381.95 -1.41413 -0.0150034 0.0150028 0 1
381.96 -1.41391 -0.0291438 0.0291396 -0 1
381.97 -1.41355 -0.0432812 0.0432677 -0 1
381.98 -1.41305 -0.0574143 0.0573828 0 1
381.99 -1.4124 -0.0715417 0.0714807 -0 1
382 -1.41162 -0.0856619 0.0855572 0 1
382.01 -1.41069 -0.0997736 0.0996081 0 1
382.02 -1.40963 -0.113875 0.113629 0 1
382.03 -1.40842 -0.127966 0.127617 -0 1
382.04 -1.40707 -0.142043 0.141566 -0 1
382.05 -1.40559 -0.156107 0.155473 -0 1
382.06 -1.40396 -0.170155 0.169335 -0 1
382.07 -1.4022 -0.184186 0.183146 0 1
382.08 -1.4003 -0.198198 0.196903 -0 1
382.09 -1.39826 -0.212191 0.210602 0 1
382.1 -1.39609 -0.226163 0.22424 0 1
382.11 -1.39378 -0.240112 0.237812 -0 1
382.12 -1.39133 -0.254038 0.251315 -0 1
382.13 -1.38875 -0.267939 0.264744 0 1
382.14 -1.38604 -0.281813 0.278097 -0 1
382.15 -1.38319 -0.295659 0.29137 -0 1
382.16 -1.38021 -0.309476 0.30456 0 1
382.17 -1.3771 -0.323263 0.317662 0 1
382.18 -1.37386 -0.337018 0.330674 0 1
382.19 -1.37049 -0.35074 0.343593 0 1
382.2 -1.36699 -0.364427 0.356414 0 1
382.21 -1.36336 -0.378079 0.369136 0 1
382.22 -1.35961 -0.391694 0.381755 0 1
382.23 -1.35573 -0.405271 0.394268 0 1
382.24 -1.35172 -0.418808 0.406672 0 1
382.25 -1.34759 -0.432305 0.418965 -0 1
382.26 -1.34334 -0.445759 0.431143 0 1
382.27 -1.33897 -0.459171 0.443205 0 1
382.28 -1.33448 -0.472538 0.455148 -0 1
382.29 -1.32987 -0.48586 0.466969 -0 1
382.3 -1.32514 -0.499135 0.478667 -0 1
382.31 -1.32029 -0.512363 0.490238 -0 1
382.32 -1.31533 -0.525541 0.501681 0 1
382.33 -1.31026 -0.538669 0.512994 0 1
382.34 -1.30508 -0.551746 0.524175 0 1
382.35 -1.29978 -0.56477 0.535222 0 1
382.36 -1.29437 -0.577741 0.546133 0 1
382.37 -1.28886 -0.590657 0.556907 -0 1
382.38 -1.28323 -0.603518 0.567542 -0 1
382.39 -1.27751 -0.616322 0.578037 -0 1
382.4 -1.27167 -0.629068 0.588391 0 1
382.41 -1.26574 -0.641755 0.598602 0 1
382.42 -1.2597 -0.654382 0.608669 0 1
382.43 -1.25357 -0.666948 0.618591 0 1
382.44 -1.24733 -0.679453 0.628368 0 1
382.45 -1.241 -0.691895 0.637997 -0 1
382.46 -1.23457 -0.704273 0.64748 0 1
382.47 -1.22805 -0.716586 0.656814 -0 1
382.48 -1.22144 -0.728833 0.666 0 1
382.49 -1.21473 -0.741014 0.675037 0 1
382.5 -1.20794 -0.753128 0.683924 0 1
382.51 -1.20105 -0.765173 0.692661 -0 1
382.52 -1.19408 -0.777148 0.701249 0 1
382.53 -1.18703 -0.789054 0.709687 -0 1
382.54 -1.17989 -0.800889 0.717975 0 1
382.55 -1.17267 -0.812651 0.726113 -0 1
382.56 -1.16537 -0.824342 0.734101 0 1
382.57 -1.15799 -0.835959 0.74194 -0 1
382.58 -1.15053 -0.847501 0.749629 0 1
382.59 -1.14299 -0.858969 0.757169 -0 1
382.6 -1.13539 -0.870361 0.764562 0 1
382.61 -1.1277 -0.881676 0.771806 -0 1
382.62 -1.11995 -0.892915 0.778903 -0 1
382.63 -1.11213 -0.904075 0.785854 -0 1
382.64 -1.10423 -0.915157 0.792658 0 1
382.65 -1.09627 -0.92616 0.799318 0 1
382.66 -1.08825 -0.937082 0.805834 -0 1
382.67 -1.08016 -0.947924 0.812206 0 1
382.68 -1.072 -0.958685 0.818437 0 1
382.69 -1.06379 -0.969364 0.824526 0 1
382.7 -1.05551 -0.979961 0.830476 0 1
382.71 -1.04718 -0.990474 0.836286 0 1
382.72 -1.03879 -1.0009 0.841959 0 1
382.73 -1.03034 -1.01125 0.847496 0 1
382.74 -1.02184 -1.02151 0.852898 0 1
382.75 -1.01328 -1.03169 0.858166 0 1
382.76 -1.00468 -1.04178 0.863302 -0 1
382.77 -0.996019 -1.05178 0.868307 0 1
382.78 -0.987311 -1.0617 0.873184 -0 1
382.79 -0.978555 -1.07153 0.877932 -0 1
382.8 -0.969753 -1.08127 0.882555 -0 1
382.81 -0.960905 -1.09092 0.887052 0 1
382.82 -0.952012 -1.10049 0.891427 -0 1
382.83 -0.943077 -1.10996 0.895681 0 1
382.84 -0.934099 -1.11935 0.899816 -0 1
382.85 -0.925081 -1.12864 0.903832 -0 1
382.86 -0.916023 -1.13785 0.907733 0 1
382.87 -0.906926 -1.14696 0.911519 -0 1
382.88 -0.897793 -1.15599 0.915193 -0 1
382.89 -0.888623 -1.16492 0.918756 0 1
382.9 -0.879418 -1.17376 0.922211 0 1
382.91 -0.870179 -1.18251 0.925558 0 1
382.92 -0.860907 -1.19116 0.9288 0 1
382.93 -0.851603 -1.19973 0.931939 -0 1
382.94 -0.842269 -1.20819 0.934977 0 1
382.95 -0.832904 -1.21657 0.937915 -0 1
382.96 -0.823511 -1.22485 0.940756 0 1
382.97 -0.814089 -1.23304 0.943501 0 1
382.98 -0.804641 -1.24113 0.946152 0 1
382.99 -0.795167 -1.24913 0.948711 0 1
383 -0.785667 -1.25704 0.95118 0 1
383.01 -0.776143 -1.26485 0.953561 0 1
383.02 -0.766596 -1.27256 0.955856 -0 1
383.03 -0.757026 -1.28018 0.958067 0 1
383.04 -0.747435 -1.2877 0.960195 -0 1
383.05 -0.737823 -1.29513 0.962243 0 1
383.06 -0.72819 -1.30246 0.964213 0 1
383.07 -0.718539 -1.30969 0.966105 0 1
383.08 -0.708869 -1.31683 0.967923 0 1
383.09 -0.699181 -1.32387 0.969668 0 1
383.1 -0.689475 -1.33081 0.971342 -0 1
383.11 -0.679754 -1.33766 0.972946 0 1
383.12 -0.670017 -1.34441 0.974483 0 1
383.13 -0.660265 -1.35106 0.975954 0 1
383.14 -0.650498 -1.35761 0.977362 0 1
383.15 -0.640717 -1.36407 0.978708 0 1
383.16 -0.630924 -1.37043 0.979993 0 1
383.17 -0.621118 -1.37669 0.98122 -0 1
383.18 -0.6113 -1.38285 0.98239 0 1
383.19 -0.60147 -1.38891 0.983505 -0 1
383.2 -0.59163 -1.39488 0.984566 0 1
383.21 -0.581779 -1.40074 0.985576 -0 1
383.22 -0.571918 -1.40651 0.986536 0 1
383.23 -0.562049 -1.41218 0.987447 -0 1
383.24 -0.55217 -1.41775 0.988312 -0 1
383.25 -0.542282 -1.42323 0.989131 0 1
383.26 -0.532387 -1.4286 0.989907 0 1
383.27 -0.522484 -1.43387 0.990641 0 1
383.28 -0.512575 -1.43905 0.991334 -0 1
383.29 -0.502658 -1.44413 0.991988 -0 1
383.3 -0.492735 -1.4491 0.992604 -0 1
383.31 -0.482806 -1.45398 0.993185 -0 1
383.32 -0.472871 -1.45876 0.99373 0 1
383.33 -0.462931 -1.46344 0.994243 0 1
383.34 -0.452987 -1.46802 0.994723 -0 1
383.35 -0.443037 -1.4725 0.995173 0 1
383.36 -0.433083 -1.47688 0.995593 0 1
383.37 -0.423125 -1.48116 0.995985 -0 1
383.38 -0.413164 -1.48534 0.996351 -0 1
383.39 -0.403198 -1.48942 0.996691 0 1
383.4 -0.39323 -1.4934 0.997007 -0 1
383.41 -0.383258 -1.49729 0.997299 -0 1
383.42 -0.373284 -1.50107 0.99757 -0 1
383.43 -0.363307 -1.50475 0.99782 -0 1
383.44 -0.353328 -1.50834 0.99805 0 1
383.45 -0.343346 -1.51182 0.998261 0 1
383.46 -0.333362 -1.5152 0.998455 -0 1
383.47 -0.323377 -1.51849 0.998632 -0 1
383.48 -0.31339 -1.52167 0.998794 -0 1
383.49 -0.303401 -1.52475 0.99894 -0 1
383.5 -0.293411 -1.52774 0.999073 -0 1
383.51 -0.28342 -1.53062 0.999193 -0 1
383.52 -0.273427 -1.53341 0.999301 -0 1
383.53 -0.263434 -1.53609 0.999398 -0 1
383.54 -0.253439 -1.53868 0.999484 0 1
383.55 -0.243444 -1.54116 0.999561 0 1
383.56 -0.233448 -1.54354 0.999629 0 1
383.57 -0.223452 -1.54583 0.999688 0 1
383.58 -0.213454 -1.54801 0.99974 0 1
383.59 -0.203457 -1.5501 0.999786 0 1
383.6 -0.193459 -1.55208 0.999825 0 1
383.61 -0.18346 -1.55397 0.999858 -0 1
383.62 -0.173462 -1.55575 0.999887 -0 1
383.63 -0.163463 -1.55744 0.999911 0 1
383.64 -0.153463 -1.55902 0.999931 0 1
383.65 -0.143464 -1.56051 0.999947 -0 1
383.66 -0.133464 -1.56189 0.99996 -0 1
383.67 -0.123465 -1.56317 0.999971 -0 1
383.68 -0.113465 -1.56436 0.999979 -0 1
383.69 -0.103465 -1.56544 0.999986 0 1
383.7 -0.0934653 -1.56643 0.99999 0 1
383.71 -0.0834654 -1.56731 0.999994 -0 1
383.72 -0.0734655 -1.5681 0.999996 -0 1
383.73 -0.0634655 -1.56878 0.999998 0 1
383.74 -0.0534655 -1.56937 0.999999 0 1
383.75 -0.0434655 -1.56985 1 -0 1
383.76 -0.0334655 -1.57024 1 0 1
383.77 -0.0234655 -1.57052 1 -0 1
383.78 -0.0134655 -1.57071 1 -0 1
383.79 -0.00346551 -1.57079 1 0 1
383.8 0.00653449 -1.57078 1 -0 1
383.81 0.0165345 -1.57066 1 0 1
383.82 0.0265345 -1.57044 1 0 1
383.83 0.0365345 -1.57013 1 -0 1
383.84 0.0465345 -1.56971 0.999999 -0 1
383.85 0.0565345 -1.5692 0.999999 -0 1
383.86 0.0665345 -1.56858 0.999998 -0 1
383.87 0.0765344 -1.56787 0.999996 -0 1
383.88 0.0865344 -1.56705 0.999993 -0 1
383.89 0.0965343 -1.56614 0.999989 0 1
383.9 0.106534 -1.56512 0.999984 0 1
383.91 0.116534 -1.56401 0.999977 -0 1
383.92 0.126534 -1.56279 0.999968 -0 1
383.93 0.136533 -1.56148 0.999957 -0 1
383.94 0.146533 -1.56006 0.999942 -0 1
383.95 0.156532 -1.55855 0.999925 -0 1
383.96 0.166531 -1.55693 0.999904 0 1
383.97 0.17653 -1.55521 0.999879 0 1
383.98 0.186529 -1.5534 0.999849 0 1
383.99 0.196527 -1.55148 0.999814 -0 1
384 0.206525 -1.54947 0.999773 -0 1
384.01 0.216523 -1.54735 0.999725 -0 1
384.02 0.22652 -1.54514 0.999671 0 1
384.03 0.236516 -1.54282 0.999609 -0 1
384.04 0.246512 -1.54041 0.999538 0 1
384.05 0.256507 -1.53789 0.999459 0 1
384.06 0.266501 -1.53528 0.999369 0 1
384.07 0.276494 -1.53256 0.999269 0 1
384.08 0.286486 -1.52975 0.999158 -0 1
384.09 0.296477 -1.52683 0.999034 -0 1
384.1 0.306467 -1.52382 0.998897 0 1
384.11 0.316455 -1.5207 0.998746 -0 1
384.12 0.326442 -1.51749 0.99858 -0 1
384.13 0.336427 -1.51417 0.998397 -0 1
384.14 0.34641 -1.51076 0.998198 -0 1
384.15 0.356391 -1.50725 0.997981 0 1
384.16 0.366369 -1.50363 0.997745 0 1
384.17 0.376345 -1.49992 0.997489 0 1
384.18 0.386319 -1.49611 0.997212 -0 1
384.19 0.39629 -1.49219 0.996912 -0 1
384.2 0.406257 -1.48818 0.996589 0 1
384.21 0.416221 -1.48407 0.996241 0 1
384.22 0.426182 -1.47986 0.995868 0 1
384.23 0.436138 -1.47554 0.995467 -0 1
384.24 0.446091 -1.47113 0.995038 -0 1
384.25 0.456039 -1.46662 0.994579 -0 1
384.26 0.465983 -1.46201 0.994089 0 1
384.27 0.475921 -1.4573 0.993567 0 1
384.28 0.485854 -1.45249 0.99301 -0 1
384.29 0.495781 -1.44759 0.992419 0 1
384.3 0.505702 -1.44258 0.991791 -0 1
384.31 0.515617 -1.43747 0.991125 -0 1
384.32 0.525524 -1.43227 0.99042 -0 1
384.33 0.535425 -1.42696 0.989674 -0 1
384.34 0.545318 -1.42156 0.988885 -0 1
384.35 0.555202 -1.41605 0.988051 0 1
384.36 0.565079 -1.41045 0.987173 0 1
384.37 0.574946 -1.40475 0.986247 -0 1
384.38 0.584803 -1.39895 0.985272 -0 1
384.39 0.594651 -1.39306 0.984246 -0 1
384.4 0.604488 -1.38706 0.983168 0 1
384.41 0.614314 -1.38097 0.982037 -0 1
384.42 0.624129 -1.37478 0.980849 -0 1
384.43 0.633931 -1.36849 0.979605 -0 1
384.44 0.643721 -1.3621 0.978301 -0 1
384.45 0.653497 -1.35561 0.976937 0 1
384.46 0.663259 -1.34903 0.97551 0 1
384.47 0.673007 -1.34235 0.974018 -0 1
384.48 0.682739 -1.33557 0.972461 0 1
384.49 0.692456 -1.32869 0.970835 0 1
384.5 0.702156 -1.32172 0.96914 0 1
384.51 0.711838 -1.31465 0.967373 0 1
384.52 0.721503 -1.30748 0.965532 -0 1
384.53 0.731149 -1.30022 0.963616 0 1
384.54 0.740775 -1.29286 0.961623 -0 1
384.55 0.750381 -1.2854 0.959551 -0 1
384.56 0.759966 -1.27785 0.957397 -0 1
384.57 0.769529 -1.2702 0.955161 -0 1
384.58 0.779069 -1.26246 0.95284 -0 1
384.59 0.788585 -1.25462 0.950432 0 1
384.6 0.798077 -1.24669 0.947935 -0 1
384.61 0.807543 -1.23866 0.945348 -0 1
384.62 0.816984 -1.23054 0.942668 -0 1
384.63 0.826397 -1.22232 0.939894 0 1
384.64 0.835781 -1.21401 0.937024 -0 1
384.65 0.845137 -1.20561 0.934056 0 1
384.66 0.854462 -1.19711 0.930987 0 1
384.67 0.863756 -1.18852 0.927816 0 1
384.68 0.873018 -1.17983 0.924542 0 1
384.69 0.882247 -1.17106 0.921162 0 1
384.7 0.891441 -1.16219 0.917674 -0 1
384.71 0.9006 -1.15323 0.914077 0 1
384.72 0.909722 -1.14418 0.910369 -0 1
384.73 0.918807 -1.13503 0.906548 -0 1
384.74 0.927853 -1.1258 0.902612 0 1
384.75 0.936859 -1.11648 0.898559 -0 1
384.76 0.945823 -1.10706 0.894389 0 1
384.77 0.954746 -1.09756 0.890098 0 1
384.78 0.963625 -1.08797 0.885685 -0 1
384.79 0.972459 -1.07829 0.881149 0 1
384.8 0.981247 -1.06852 0.876488 0 1
384.81 0.989989 -1.05866 0.871701 -0 1
384.82 0.998681 -1.04872 0.866785 0 1
384.83 1.00732 -1.03869 0.86174 0 1
384.84 1.01592 -1.02857 0.856563 0 1
384.85 1.02445 -1.01837 0.851254 0 1
384.86 1.03294 -1.00808 0.845811 0 1
384.87 1.04137 -0.997712 0.840233 0 1
384.88 1.04974 -0.987257 0.834518 0 1
384.89 1.05806 -0.976718 0.828664 0 1
384.9 1.06632 -0.966096 0.822672 0 1
384.91 1.07451 -0.955391 0.81654 -0 1
384.92 1.08265 -0.944606 0.810266 -0 1
384.93 1.09072 -0.933739 0.803849 0 1
384.94 1.09872 -0.922791 0.79729 0 1
384.95 1.10666 -0.911764 0.790585 0 1
384.96 1.11454 -0.900658 0.783736 0 1
384.97 1.12234 -0.889474 0.776741 0 1
384.98 1.13007 -0.878212 0.769598 0 1
384.99 1.13773 -0.866873 0.762309 0 1
385 1.14532 -0.855457 0.754871 0 1
385.01 1.15283 -0.843967 0.747285 0 1
385.02 1.16026 -0.832401 0.73955 -0 1
385.03 1.16762 -0.820762 0.731665 -0 1
385.04 1.17489 -0.809049 0.723631 0 1
385.05 1.18209 -0.797264 0.715447 0 1
385.06 1.1892 -0.785408 0.707113 0 1
385.07 1.19623 -0.77348 0.69863 -0 1
385.08 1.20317 -0.761483 0.689996 0 1
385.09 1.21003 -0.749417 0.681212 0 1
385.1 1.2168 -0.737283 0.672279 0 1
385.11 1.22347 -0.725082 0.663197 -0 1
385.12 1.23006 -0.712814 0.653965 -0 1
385.13 1.23655 -0.700481 0.644585 0 1
385.14 1.24295 -0.688083 0.635058 -0 1
385.15 1.24925 -0.675622 0.625383 0 1
385.16 1.25546 -0.663098 0.615562 -0 1
385.17 1.26157 -0.650513 0.605595 0 1
385.18 1.26757 -0.637867 0.595483 0 1
385.19 1.27347 -0.625162 0.585229 -0 1
385.2 1.27927 -0.612398 0.574831 -0 1
385.21 1.28497 -0.599577 0.564293 0 1
385.22 1.29056 -0.586699 0.553615 0 1
385.23 1.29604 -0.573766 0.542799 -0 1
385.24 1.30142 -0.560779 0.531846 0 1
385.25 1.30668 -0.547738 0.520758 -0 1
385.26 1.31183 -0.534645 0.509536 -0 1
385.27 1.31687 -0.521502 0.498183 -0 1
385.28 1.32179 -0.508308 0.4867 0 1
385.29 1.3266 -0.495066 0.47509 0 1
385.3 1.33129 -0.481777 0.463354 -0 1
385.31 1.33587 -0.468441 0.451496 -0 1
385.32 1.34032 -0.45506 0.439516 -0 1
385.33 1.34466 -0.441635 0.427418 0 1
385.34 1.34887 -0.428167 0.415204 -0 1
385.35 1.35296 -0.414658 0.402877 -0 1
385.36 1.35693 -0.401108 0.390439 -0 1
385.37 1.36077 -0.38752 0.377893 0 1
385.38 1.36449 -0.373893 0.365242 -0 1
385.39 1.36808 -0.36023 0.35249 0 1
385.4 1.37154 -0.346532 0.339638 -0 1
385.41 1.37487 -0.3328 0.326691 0 1
385.42 1.37807 -0.319035 0.31365 0 1
385.43 1.38114 -0.305239 0.300521 0 1
385.44 1.38408 -0.291413 0.287306 -0 1
385.45 1.38689 -0.277558 0.274008 0 1
385.46 1.38956 -0.263675 0.260631 0 1
385.47 1.3921 -0.249767 0.247178 -0 1
385.48 1.3945 -0.235834 0.233654 -0 1
385.49 1.39677 -0.221877 0.220061 0 1
385.5 1.3989 -0.207899 0.206404 0 1
385.51 1.4009 -0.1939 0.192687 -0 1
385.52 1.40276 -0.179881 0.178913 0 1
385.53 1.40448 -0.165845 0.165086 -0 1
385.54 1.40606 -0.151792 0.15121 -0 1
385.55 1.4075 -0.137724 0.137289 -0 1
385.56 1.40881 -0.123643 0.123328 -0 1
385.57 1.40997 -0.109549 0.10933 0 1
385.58 1.41099 -0.0954437 0.0952989 0 1
385.59 1.41187 -0.0813293 0.0812397 -0 1
385.6 1.41262 -0.0672067 0.0671561 0 1
385.61 1.41322 -0.0530774 0.0530525 -0 1
385.62 1.41368 -0.0389428 0.038933 0 1
385.63 1.414 -0.0248044 0.0248018 -0 1
385.64 1.41417 -0.0106634 0.0106632 0 1
385.65 1.41421 0.00347865 -0.00347864 0 1
385.66 1.4141 0.0176203 -0.0176194 0 1
385.67 1.41386 0.0317603 -0.0317549 0 1
385.68 1.41347 0.045897 -0.0458809 0 1
385.69 1.41294 0.0600292 -0.0599931 0 1
385.7 1.41227 0.0741553 -0.0740874 -0 1
385.71 1.41146 0.0882741 -0.0881595 -0 1
385.72 1.41051 0.102384 -0.102205 -0 1
385.73 1.40941 0.116484 -0.11622 -0 1
385.74 1.40818 0.130572 -0.130201 -0 1
385.75 1.40681 0.144647 -0.144143 -0 1
385.76 1.4053 0.158708 -0.158042 0 1
385.77 1.40365 0.172752 -0.171894 -0 1
385.78 1.40186 0.18678 -0.185696 0 1
385.79 1.39994 0.200789 -0.199443 -0 1
385.8 1.39787 0.214778 -0.213131 -0 1
385.81 1.39567 0.228746 -0.226757 -0 1
385.82 1.39334 0.242691 -0.240316 0 1
385.83 1.39087 0.256612 -0.253805 0 1
385.84 1.38826 0.270508 -0.267221 -0 1
385.85 1.38552 0.284377 -0.28056 -0 1
385.86 1.38265 0.298218 -0.293818 0 1
385.87 1.37965 0.31203 -0.306991 -0 1
385.88 1.37651 0.325811 -0.320077 -0 1
385.89 1.37325 0.33956 -0.333072 0 1
385.9 1.36985 0.353275 -0.345973 0 1
385.91 1.36633 0.366956 -0.358776 0 1
385.92 1.36267 0.380601 -0.371479 -0 1
385.93 1.3589 0.394209 -0.384078 -0 1
385.94 1.35499 0.407779 -0.396571 0 1
385.95 1.35097 0.421309 -0.408955 -0 1
385.96 1.34681 0.434798 -0.421227 0 1
385.97 1.34254 0.448245 -0.433384 0 1
385.98 1.33815 0.461648 -0.445424 0 1
385.99 1.33363 0.475007 -0.457345 0 1
386 1.329 0.488321 -0.469143 0 1
386.01 1.32425 0.501587 -0.480818 0 1
386.02 1.31939 0.514805 -0.492365 -0 1
386.03 1.3144 0.527974 -0.503784 0 1
386.04 1.30931 0.541093 -0.515073 -0 1
386.05 1.3041 0.55416 -0.526229 0 1
386.06 1.29879 0.567175 -0.537251 0 1
386.07 1.29336 0.580135 -0.548137 0 1
386.08 1.28782 0.593041 -0.558886 0 1
386.09 1.28218 0.605891 -0.569495 -0 1
386.1 1.27643 0.618685 -0.579964 -0 1
386.11 1.27058 0.63142 -0.590291 -0 1
386.12 1.26463 0.644096 -0.600476 -0 1
386.13 1.25857 0.656712 -0.610516 0 1
386.14 1.25242 0.669267 -0.620411 0 1
386.15 1.24617 0.68176 -0.630161 -0 1
386.16 1.23982 0.69419 -0.639763 0 1
386.17 1.23337 0.706556 -0.649218 0 1
386.18 1.22683 0.718857 -0.658525 0 1
386.19 1.2202 0.731092 -0.667683 0 1
386.2 1.21348 0.743261 -0.676692 0 1
386.21 1.20667 0.755362 -0.685552 0 1
386.22 1.19977 0.767394 -0.694262 0 1
386.23 1.19278 0.779357 -0.702822 0 1
386.24 1.18571 0.791249 -0.711232 0 1
386.25 1.17856 0.803071 -0.719492 0 1
386.26 1.17132 0.81482 -0.727602 -0 1
386.27 1.16401 0.826497 -0.735563 -0 1
386.28 1.15661 0.8381 -0.743374 -0 1
386.29 1.14914 0.849629 -0.751036 0 1
386.3 1.14159 0.861083 -0.758549 0 1
386.31 1.13397 0.872461 -0.765913 0 1
386.32 1.12627 0.883762 -0.77313 0 1
386.33 1.11851 0.894986 -0.7802 -0 1
386.34 1.11067 0.906132 -0.787124 0 1
386.35 1.10277 0.917199 -0.793902 0 1
386.36 1.09479 0.928187 -0.800535 -0 1
386.37 1.08676 0.939095 -0.807024 -0 1
386.38 1.07865 0.949922 -0.81337 -0 1
386.39 1.07049 0.960668 -0.819574 0 1
386.4 1.06226 0.971331 -0.825638 0 1
386.41 1.05398 0.981913 -0.831561 -0 1
386.42 1.04563 0.992411 -0.837346 -0 1
386.43 1.03723 1.00283 -0.842994 0 1
386.44 1.02877 1.01316 -0.848506 -0 1
386.45 1.02026 1.0234 -0.853883 -0 1
386.46 1.0117 1.03356 -0.859126 -0 1
386.47 1.00308 1.04363 -0.864238 -0 1
386.48 0.994411 1.05362 -0.86922 -0 1
386.49 0.985694 1.06352 -0.874072 -0 1
386.5 0.97693 1.07334 -0.878797 -0 1
386.51 0.968119 1.08306 -0.883396 0 1
386.52 0.959262 1.0927 -0.887871 -0 1
386.53 0.950362 1.10225 -0.892224 -0 1
386.54 0.941418 1.1117 -0.896455 -0 1
386.55 0.932433 1.12107 -0.900568 -0 1
386.56 0.923407 1.13035 -0.904563 -0 1
386.57 0.914342 1.13954 -0.908442 0 1
386.58 0.905239 1.14864 -0.912208 0 1
386.59 0.896098 1.15765 -0.915861 0 1
386.6 0.886922 1.16656 -0.919404 0 1
386.61 0.877711 1.17538 -0.922838 0 1
386.62 0.868466 1.18412 -0.926166 -0 1
386.63 0.859188 1.19275 -0.929389 0 1
386.64 0.849878 1.2013 -0.932509 0 1
386.65 0.840538 1.20975 -0.935528 0 1
386.66 0.831168 1.21811 -0.938448 0 1
386.67 0.821769 1.22637 -0.941271 0 1
386.68 0.812343 1.23455 -0.943998 -0 1
386.69 0.80289 1.24262 -0.946632 -0 1
386.7 0.79341 1.2506 -0.949175 0 1
386.71 0.783906 1.25849 -0.951627 -0 1
386.72 0.774378 1.26628 -0.953992 -0 1
386.73 0.764827 1.27398 -0.956272 0 1
386.74 0.755253 1.28158 -0.958467 0 1
386.75 0.745658 1.28908 -0.96058 0 1
386.76 0.736042 1.29649 -0.962614 0 1
386.77 0.726406 1.3038 -0.964569 -0 1
386.78 0.716751 1.31102 -0.966447 -0 1
386.79 0.707077 1.31814 -0.968251 -0 1
386.8 0.697386 1.32516 -0.969983 -0 1
386.81 0.687678 1.33209 -0.971644 0 1
386.82 0.677953 1.33891 -0.973235 -0 1
386.83 0.668213 1.34564 -0.97476 0 1
386.84 0.658458 1.35228 -0.97622 -0 1
386.85 0.648689 1.35881 -0.977616 0 1
386.86 0.638906 1.36525 -0.97895 0 1
386.87 0.62911 1.37159 -0.980224 0 1
386.88 0.619302 1.37783 -0.98144 0 1
386.89 0.609482 1.38398 -0.9826 -0 1
386.9 0.59965 1.39002 -0.983705 0 1
386.91 0.589808 1.39597 -0.984757 -0 1
386.92 0.579955 1.40182 -0.985757 -0 1
386.93 0.570093 1.40757 -0.986708 -0 1
386.94 0.560221 1.41322 -0.987611 0 1
386.95 0.550341 1.41877 -0.988467 -0 1
386.96 0.540452 1.42423 -0.989278 0 1
386.97 0.530555 1.42958 -0.990046 -0 1
386.98 0.520651 1.43484 -0.990772 -0 1
386.99 0.51074 1.44 -0.991458 -0 1
387 0.500822 1.44505 -0.992105 -0 1
387.01 0.490898 1.45001 -0.992715 0 1
387.02 0.480968 1.45487 -0.993288 -0 1
387.03 0.471032 1.45963 -0.993828 0 1
387.04 0.461091 1.46429 -0.994334 -0 1
387.05 0.451146 1.46885 -0.994808 -0 1
387.06 0.441195 1.47332 -0.995253 -0 1
387.07 0.431241 1.47768 -0.995668 0 1
387.08 0.421282 1.48194 -0.996055 0 1
387.09 0.41132 1.4861 -0.996416 0 1
387.1 0.401354 1.49017 -0.996751 0 1
387.11 0.391385 1.49413 -0.997063 -0 1
387.12 0.381413 1.49799 -0.997351 -0 1
387.13 0.371438 1.50176 -0.997618 -0 1
387.14 0.36146 1.50542 -0.997864 -0 1
387.15 0.351481 1.50899 -0.99809 -0 1
387.16 0.341499 1.51245 -0.998298 -0 1
387.17 0.331515 1.51582 -0.998489 0 1
387.18 0.321529 1.51908 -0.998663 0 1
387.19 0.311541 1.52225 -0.998822 -0 1
387.2 0.301553 1.52531 -0.998966 -0 1
387.21 0.291562 1.52828 -0.999096 0 1
387.22 0.281571 1.53115 -0.999214 0 1
387.23 0.271578 1.53391 -0.99932 -0 1
387.24 0.261584 1.53658 -0.999415 0 1
387.25 0.25159 1.53914 -0.999499 0 1
387.26 0.241594 1.54161 -0.999574 -0 1
387.27 0.231598 1.54397 -0.99964 -0 1
387.28 0.221602 1.54624 -0.999699 -0 1
387.29 0.211604 1.54841 -0.999749 -0 1
387.3 0.201607 1.55047 -0.999793 -0 1
387.31 0.191608 1.55244 -0.999832 -0 1
387.32 0.18161 1.5543 -0.999864 -0 1
387.33 0.171611 1.55607 -0.999892 0 1
