#t p q a dW
618.49 -0.0303748 -5.11119 0 -0.0157277
618.5 -0.203975 -5.11205 0 -0.0552895
618.51 -0.147379 -5.11433 0 -0.00255988
618.52 0.0154825 -5.11518 0 -0.00687119
618.53 0.296335 -5.11353 0 -0.0105885
618.54 0.304241 -5.11064 0 -0.00615702
618.55 0.230366 -5.10822 0 0.00505322
618.56 0.198898 -5.10584 0 0.00475368
618.57 0.303616 -5.10368 0 -0.00992829
618.58 0.296175 -5.10055 0 0.0379313
618.59 0.412286 -5.09724 0 0.0171326
618.6 0.154886 -5.09424 0 0.00637205
618.61 0.141187 -5.09251 0 -0.0295069
618.62 0.045806 -5.09186 0 -0.0497767
618.63 -0.0828802 -5.09215 0 0.00120026
618.64 -0.168299 -5.09349 0 -0.0149781
618.65 -0.159352 -5.09471 0 -0.00813431
618.66 -0.248839 -5.09691 0 0.0186104
618.67 -0.123788 -5.09849 0 6.92864e-05
618.68 -0.0709948 -5.09912 0 0.0598488
618.69 -0.108478 -5.09954 0 -0.00210384
618.7 -0.0516094 -5.10041 0 0.000568394
618.71 -0.11228 -5.10118 0 -0.0459476
618.72 -0.186112 -5.10326 0 -0.0202021
618.73 -0.136366 -5.10511 0 -0.0101912
618.74 -0.236098 -5.10681 0 -0.00369748
618.75 -0.242482 -5.10916 0 0.0132006
618.76 -0.336421 -5.11194 0 0.0179257
618.77 -0.423536 -5.11578 0 0.0412972
618.78 -0.364559 -5.11958 0 0.00968901
618.79 -0.326423 -5.12298 0 0.0244827
618.8 -0.277454 -5.12589 0 -0.0554192
618.81 -0.265377 -5.12871 0 -0.0187352
618.82 -0.313713 -5.13156 0 -0.0426404
618.83 -0.300223 -5.13472 0 -0.00662126
618.84 -0.467014 -5.1382 0 0.0190601
618.85 -0.399743 -5.14257 0 -0.00307271
618.86 -0.395406 -5.14609 0 0.0588879
618.87 -0.313429 -5.14921 0 -0.00304722
618.88 -0.379786 -5.15266 0 -0.0222054
618.89 -0.387669 -5.15646 0 -0.0205811
618.9 -0.43818 -5.16044 0 -0.0364714
618.91 -0.398961 -5.16498 0 -0.0332354
618.92 -0.325002 -5.16906 0 -0.022129
618.93 -0.232117 -5.17238 0 0.00920337
618.94 -0.253626 -5.17476 0 0.00661657
618.95 -0.262783 -5.17727 0 0.0798945
618.96 -0.244285 -5.17956 0 -0.0159542
618.97 -0.211952 -5.18217 0 0.0192262
618.98 -0.309292 -5.18466 0 0.0538395
618.99 -0.397184 -5.1878 0 -0.0182241
619 -0.453534 -5.192 0 -0.0158545
619.01 -0.359217 -5.19642 0 0.00949631
619.02 -0.318311 -5.20012 0 -0.0339126
619.03 -0.42859 -5.20401 0 -0.00774285
619.04 -0.405457 -5.20843 0 -0.0052835
619.05 -0.373492 -5.21233 0 -0.00755212
619.06 -0.303021 -5.21583 0 -0.0203577
619.07 -0.248218 -5.21848 0 -0.0231508
619.08 -0.292693 -5.22096 0 -0.00807962
619.09 -0.249921 -5.2241 0 -0.0239715
619.1 -0.114853 -5.22626 0 0.00348698
619.11 -0.0996267 -5.22693 0 -0.0131846
619.12 -0.0828858 -5.22792 0 -0.0181346
619.13 -0.125605 -5.22874 0 -0.0476399
619.14 -0.164183 -5.23059 0 -0.0473962
619.15 -0.251119 -5.23277 0 -0.00942741
619.16 -0.235581 -5.23515 0 -0.0310678
619.17 -0.252656 -5.23783 0 0.0513222
619.18 -0.117873 -5.23964 0 0.00302491
619.19 -0.060972 -5.24042 0 -0.0246937
619.2 -0.122215 -5.24169 0 -0.0451152
619.21 -0.160499 -5.243 0 0.0453991
619.22 -0.120343 -5.24435 0 -0.013985
619.23 -0.123739 -5.24542 0 0.00734796
619.24 -0.154648 -5.24671 0 0.0492189
619.25 -0.221648 -5.24804 0 0.0260648
619.26 -0.140144 -5.2499 0 -0.0678328
619.27 -0.39721 -5.25275 0 0.03448
619.28 -0.307143 -5.25625 0 0.00469723
619.29 -0.395245 -5.25967 0 -0.0180199
619.3 -0.277804 -5.2629 0 -0.0547634
619.31 -0.447064 -5.26672 0 -0.0386818
619.32 -0.454331 -5.27155 0 0.0174792
619.33 -0.311125 -5.27512 0 -0.00523061
619.34 -0.208815 -5.27788 0 -0.0173073
619.35 -0.469029 -5.28103 0 -0.0016787
619.36 -0.412777 -5.28558 0 0.0481988
619.37 -0.400064 -5.28908 0 -0.0249237
619.38 -0.496049 -5.29361 0 0.0144971
619.39 -0.333725 -5.29779 0 -0.00437402
619.4 -0.287706 -5.30102 0 -0.00123455
619.41 -0.317514 -5.30417 0 0.0167745
619.42 -0.211951 -5.30669 0 0.0307906
619.43 -0.183285 -5.30824 0 0.0072201
619.44 -0.210018 -5.31002 0 -0.00104412
619.45 -0.0620925 -5.31173 0 -0.00486312
619.46 -0.00835038 -5.31191 0 -0.0268451
619.47 0.00412212 -5.31217 0 -0.0182365
619.48 0.00433101 -5.31211 0 -0.0232246
619.49 0.0243491 -5.31203 0 -0.0122816
619.5 -0.0057317 -5.31199 0 -0.0150508
619.51 -0.185993 -5.31292 0 -0.000466377
619.52 -0.177908 -5.31473 0 0.0163467
619.53 -0.243128 -5.31663 0 0.0100323
619.54 -0.331293 -5.31919 0 0.000371162
619.55 -0.416857 -5.32279 0 0.0273002
619.56 -0.411025 -5.32676 0 0.00976108
619.57 -0.553071 -5.3314 0 -0.00338587
619.58 -0.494847 -5.33703 0 -0.0373257
619.59 -0.551314 -5.34261 0 0.0390064
619.6 -0.545814 -5.34829 0 -0.00496148
619.61 -0.605977 -5.35419 0 0.01277
619.62 -0.650557 -5.36035 0 -0.0333748
619.63 -0.8963 -5.36788 0 -0.0212267
619.64 -1.04075 -5.37768 0 0.0165752
619.65 -1.09854 -5.38816 0 0.00896224
619.66 -1.11213 -5.39911 0 -0.0358918
619.67 -1.06231 -5.41031 0 -0.0253926
619.68 -1.10816 -5.42162 0 0.00408437
619.69 -1.12748 -5.43289 0 0.0451005
619.7 -1.09632 -5.444 0 -0.00642712
619.71 -1.18396 -5.45569 0 0.000435119
619.72 -1.17513 -5.46755 0 0.0132396
619.73 -1.16421 -5.47898 0 0.000352569
619.74 -1.30832 -5.49116 0 -0.0114693
619.75 -1.22616 -5.50408 0 -0.0115762
619.76 -1.16956 -5.51644 0 0.0133072
619.77 -1.09864 -5.52786 0 -0.0116313
619.78 -1.0942 -5.53935 0 0.0350562
619.79 -1.0406 -5.54982 0 -0.0327973
619.8 -1.1289 -5.56089 0 -0.00536582
619.81 -1.06919 -5.57163 0 0.0425926
619.82 -1.08563 -5.58208 0 -0.0111907
619.83 -1.17676 -5.59345 0 -0.0211713
619.84 -1.13386 -5.60499 0 -0.0436434
619.85 -1.14986 -5.61668 0 0.00255717
619.86 -1.0799 -5.62757 0 -0.0141683
619.87 -1.03478 -5.63808 0 -0.0182387
619.88 -1.093 -5.64906 0 0.00450255
619.89 -0.947486 -5.6595 0 0.00203986
619.9 -0.985984 -5.66896 0 -0.00666285
619.91 -0.954543 -5.6787 0 0.00231808
619.92 -1.04901 -5.68865 0 0.035573
619.93 -0.805662 -5.69787 0 0.0212048
619.94 -0.861192 -5.70575 0 -0.0130437
619.95 -0.989258 -5.71515 0 0.00902814
619.96 -1.00647 -5.72511 0 0.0417202
619.97 -1.04822 -5.73536 0 -0.0187549
619.98 -1.14926 -5.74609 0 -0.0185172
619.99 -1.04489 -5.75725 0 0.0251158
620 -0.999243 -5.76716 0 -0.00990715
620.01 -0.845185 -5.77652 0 -0.0233982
620.02 -1.01921 -5.78572 0 0.0303005
620.03 -0.946006 -5.79586 0 -0.020053
620.04 -1.0723 -5.8057 0 -0.0270764
620.05 -1.18658 -5.81706 0 0.0130796
620.06 -1.12069 -5.82905 0 0.0250913
620.07 -1.1674 -5.84045 0 -0.00553799
620.08 -1.07856 -5.85167 0 0.0148268
620.09 -1.14895 -5.86282 0 0.0169729
620.1 -1.1062 -5.8741 0 0.000853766
620.11 -1.10582 -5.88506 0 -0.0349306
620.12 -1.07724 -5.89624 0 0.0964297
620.13 -0.885297 -5.90557 0 0.0252589
620.14 -0.696996 -5.91362 0 0.0597751
620.15 -0.56148 -5.91956 0 0.0255132
620.16 -0.555046 -5.92521 0 -0.00479244
620.17 -0.544211 -5.93068 0 -0.013638
620.18 -0.509108 -5.93603 0 -0.0319633
620.19 -0.510734 -5.94129 0 0.00305416
620.2 -0.512485 -5.94663 0 -0.0228228
620.21 -0.522832 -5.95161 0 0.00913331
620.22 -0.462641 -5.95696 0 -0.0132492
620.23 -0.326302 -5.96118 0 -0.0226908
620.24 -0.497809 -5.96506 0 0.0050438
620.25 -0.395553 -5.96973 0 0.0417347
620.26 -0.329678 -5.9734 0 -0.0303371
620.27 -0.182854 -5.97624 0 0.00214729
620.28 -0.15175 -5.9779 0 -0.0132084
620.29 -0.250185 -5.97992 0 0.0172556
620.3 -0.109092 -5.98188 0 -0.024767
620.31 -0.136462 -5.98325 0 0.0283094
620.32 -0.15935 -5.98476 0 -0.0235879
620.33 -0.273945 -5.98698 0 -0.0355326
620.34 -0.211812 -5.989 0 -0.0357782
620.35 -0.222596 -5.99137 0 -0.0210381
620.36 -0.161577 -5.9933 0 0.00046044
620.37 -0.180763 -5.99528 0 0.0284375
620.38 -0.149255 -5.99666 0 -0.0690839
620.39 -0.187729 -5.99861 0 0.0704884
620.4 -0.197616 -6.0001 0 -0.0296362
620.41 -0.252317 -6.00245 0 0.0294319
620.42 -0.191825 -6.00445 0 -0.0290866
620.43 -0.201722 -6.00609 0 0.0405406
620.44 -0.222513 -6.00799 0 0.0311151
620.45 -0.328834 -6.01065 0 0.00832334
620.46 -0.320603 -6.01394 0 -0.0223545
620.47 -0.345243 -6.01769 0 0.00821062
620.48 -0.310898 -6.02095 0 0.0405821
620.49 -0.156796 -6.02328 0 0.0066267
620.5 -0.158353 -6.02443 0 -0.0642355
620.51 -0.187735 -6.02662 0 0.00295204
620.52 -0.0822529 -6.02808 0 -0.0531187
620.53 -0.184922 -6.02964 0 0.00740705
620.54 -0.138856 -6.03111 0 0.0180208
620.55 -0.0979619 -6.032 0 -0.000794817
620.56 -0.0289545 -6.03284 0 0.00428779
620.57 0.0111585 -6.03288 0 0.0165806
620.58 0.107286 -6.03228 0 -0.0056044
620.59 0.140835 -6.03143 0 0.0127089
620.6 -0.00319304 -6.0306 0 0.0136288
620.61 -0.00942309 -6.03079 0 -0.000941747
620.62 0.0136981 -6.03068 0 0.00927655
620.63 0.0343932 -6.03055 0 0.00225822
620.64 -0.119188 -6.03125 0 -0.0183707
620.65 -0.118988 -6.03238 0 -0.00894762
620.66 -0.139514 -6.03407 0 0.0175882
620.67 -0.0362467 -6.03473 0 0.0221568
620.68 -0.0472901 -6.03465 0 0.0177686
620.69 -0.0849195 -6.03544 0 0.0197388
620.7 -0.133892 -6.03602 0 0.0456588
620.71 -0.0490193 -6.03672 0 0.0221236
620.72 -0.0920981 -6.03702 0 0.0203557
620.73 -0.0258862 -6.03744 0 0.0179578
620.74 0.0544203 -6.03721 0 -0.0214268
620.75 -0.059171 -6.0371 0 0.0124088
620.76 0.0219663 -6.03696 0 -0.0302969
620.77 -0.0586012 -6.0369 0 -0.0196137
620.78 -0.0115075 -6.03746 0 -0.048041
620.79 0.00726898 -6.03789 0 0.0191366
620.8 0.0148974 -6.03747 0 0.0370756
620.81 0.000212529 -6.03697 0 -0.0252334
620.82 -0.0601205 -6.03728 0 -0.00084691
620.83 -0.0298019 -6.03779 0 0.014689
620.84 -0.0258765 -6.03822 0 0.00957789
620.85 -0.070393 -6.03827 0 -0.00735458
620.86 -0.113838 -6.03932 0 0.00942896
620.87 -0.192033 -6.04048 0 0.0256515
620.88 -0.0148888 -6.04201 0 -0.0449593
620.89 0.0244444 -6.04232 0 -0.00107398
620.9 -0.0057328 -6.04258 0 -0.0296346
620.91 -0.186708 -6.04395 0 0.0398131
620.92 -0.216459 -6.04584 0 0.00259028
620.93 -0.187779 -6.04782 0 -0.00165443
620.94 -0.200076 -6.04971 0 -0.0180912
620.95 -0.358058 -6.05249 0 -0.0189682
620.96 -0.434724 -6.05671 0 -0.0219318
620.97 -0.548777 -6.06117 0 -0.0294344
620.98 -0.483064 -6.06676 0 -0.0114635
620.99 -0.533389 -6.07156 0 -0.0354154
621 -0.593558 -6.07765 0 0.0110436
621.01 -0.628954 -6.08378 0 0.0329601
621.02 -0.528567 -6.08969 0 0.00952688
621.03 -0.519797 -6.09446 0 0.0288337
621.04 -0.391578 -6.09898 0 0.015754
621.05 -0.450531 -6.10314 0 0.0139908
621.06 -0.381088 -6.10743 0 0.0629804
621.07 -0.245133 -6.1106 0 0.0135488
621.08 -0.204944 -6.11276 0 0.0143575
621.09 -0.295331 -6.11526 0 0.0077415
621.1 -0.299087 -6.11812 0 0.036936
621.11 -0.289402 -6.12044 0 -0.016906
621.12 -0.192779 -6.12271 0 0.0298734
621.13 -0.0572307 -6.12398 0 -0.029499
621.14 -0.159379 -6.12521 0 -0.00806409
621.15 -0.0927013 -6.12645 0 0.0269677
621.16 -0.134179 -6.12762 0 -0.008437
621.17 -0.1138 -6.12891 0 -0.0488125
621.18 -0.21044 -6.13054 0 0.022674
621.19 -0.163814 -6.13225 0 0.0497638
621.2 -0.161296 -6.13344 0 -0.0899857
621.21 -0.257259 -6.13558 0 -0.0353937
621.22 -0.225707 -6.13867 0 0.00190336
621.23 -0.335414 -6.14146 0 0.0357145
621.24 -0.180717 -6.1444 0 -0.00537896
621.25 -0.355004 -6.14722 0 0.00959825
621.26 -0.332188 -6.15049 0 -0.0227051
621.27 -0.366502 -6.1537 0 0.00658476
621.28 -0.379139 -6.15742 0 0.00236507
621.29 -0.452647 -6.16178 0 -0.0108509
621.3 -0.636954 -6.16727 0 0.0237891
621.31 -0.734328 -6.17408 0 0.00621368
621.32 -0.877598 -6.18162 0 0.0169686
621.33 -0.750832 -6.18966 0 -0.0178269
621.34 -0.829657 -6.19757 0 0.0166741
621.35 -0.896903 -6.20595 0 -0.0741941
621.36 -1.08624 -6.21582 0 -0.0328341
621.37 -1.05883 -6.22703 0 -0.019546
621.38 -1.02496 -6.23765 0 0.013293
621.39 -0.999148 -6.24801 0 -0.00522338
621.4 -1.09092 -6.25821 0 0.0492889
621.41 -0.880275 -6.26799 0 0.0229214
621.42 -0.921518 -6.27663 0 0.0261448
621.43 -1.05302 -6.28639 0 -0.0227249
621.44 -1.08908 -6.29724 0 0.00316274
621.45 -1.16202 -6.30841 0 0.00424011
621.46 -1.17927 -6.32055 0 -0.0391444
621.47 -1.02011 -6.33222 0 0.0169444
621.48 -0.889767 -6.34209 0 0.000500526
621.49 -0.851821 -6.35087 0 0.0250393
621.5 -0.876642 -6.35937 0 -0.0397051
621.51 -0.859531 -6.36846 0 -0.00175501
621.52 -0.851821 -6.37703 0 0.0387536
621.53 -0.86501 -6.38522 0 0.0236075
621.54 -0.818649 -6.39382 0 0.0375946
621.55 -0.743018 -6.40129 0 0.0385824
621.56 -0.69283 -6.40838 0 -0.0362869
621.57 -0.616634 -6.41548 0 -0.00262534
621.58 -0.602299 -6.42192 0 -0.0485875
621.59 -0.76301 -6.42903 0 0.0160726
621.6 -0.771362 -6.43678 0 -0.00119772
621.61 -0.952611 -6.44506 0 0.0175416
621.62 -0.899131 -6.45395 0 -0.0664591
621.63 -0.92839 -6.46335 0 -0.0188759
621.64 -0.959717 -6.4729 0 0.00624753
621.65 -0.934389 -6.48205 0 0.0279245
621.66 -0.976137 -6.49145 0 0.0400774
621.67 -0.977326 -6.50094 0 -0.032606
621.68 -1.015 -6.51113 0 -0.000144506
621.69 -0.85312 -6.52029 0 0.0300297
621.7 -0.968786 -6.529 0 0.0163072
621.71 -0.925563 -6.53827 0 -0.00643472
621.72 -0.729813 -6.54668 0 -0.0635349
621.73 -0.629355 -6.55409 0 0.0226069
621.74 -0.534809 -6.56036 0 0.0340365
621.75 -0.456398 -6.56518 0 0.0128707
621.76 -0.506522 -6.56942 0 -0.0103713
621.77 -0.518569 -6.5747 0 0.0155066
621.78 -0.384921 -6.57911 0 0.0563839
621.79 -0.373218 -6.5829 0 0.0245277
621.8 -0.0833871 -6.58557 0 0.00517592
621.81 -0.119615 -6.58623 0 0.0338691
621.82 -0.0628951 -6.58655 0 -0.0180941
621.83 -0.0704821 -6.58719 0 -0.0135171
621.84 0.011004 -6.58777 0 -0.0167266
621.85 -0.165063 -6.58834 0 -0.0179125
621.86 -0.0669653 -6.58944 0 -0.0284615
621.87 -0.00664707 -6.59023 0 -0.0418314
621.88 -0.124967 -6.59127 0 -0.00770306
621.89 -0.124746 -6.59268 0 -0.00603388
621.9 -0.194774 -6.59428 0 -0.00569373
621.91 -0.317171 -6.59678 0 -0.00273523
621.92 -0.269432 -6.59963 0 0.0297819
621.93 0.0365777 -6.60085 0 0.00811147
621.94 -0.0153402 -6.60054 0 -0.0212884
621.95 -0.0692754 -6.60107 0 -0.017238
621.96 0.00397212 -6.60148 0 0.0221847
621.97 0.06493 -6.60115 0 0.00727192
621.98 -0.0337819 -6.60113 0 -0.0358398
621.99 -0.100167 -6.6015 0 0.0065473
622 -0.0576793 -6.60223 0 -0.0181263
622.01 -0.0671057 -6.60262 0 -0.0154187
622.02 -0.00324797 -6.603 0 0.0234077
622.03 0.127024 -6.6027 0 0.00152127
622.04 0.184105 -6.60124 0 0.0374445
622.05 0.282753 -6.59861 0 -0.0503455
622.06 0.24308 -6.59606 0 -0.000102414
622.07 0.154119 -6.59399 0 -0.0271413
622.08 0.0903648 -6.59283 0 0.00018775
622.09 0.0761216 -6.59214 0 0.0225442
622.1 -0.112962 -6.59182 0 -0.00290689
622.11 -0.118195 -6.59294 0 -0.0155694
622.12 -0.125932 -6.59396 0 0.0322056
622.13 -0.00283481 -6.59456 0 0.0307725
622.14 -0.0384926 -6.59464 0 -0.0146242
622.15 -0.183466 -6.59573 0 -0.00619318
622.16 -0.144937 -6.59763 0 -0.0372897
622.17 -0.0994952 -6.59885 0 0.04888
622.18 -0.0558203 -6.59949 0 0.000218054
622.19 -0.0685356 -6.60014 0 0.0154651
622.2 -0.136274 -6.60087 0 0.0200709
622.21 0.0131955 -6.60146 0 -0.00347651
622.22 0.0599138 -6.6013 0 -0.00379514
622.23 -0.102679 -6.60151 0 0.0100491
622.24 -0.140127 -6.60256 0 0.0265086
622.25 0.0969394 -6.60276 0 0.0301429
622.26 0.216225 -6.60145 0 -0.0318372
622.27 0.274338 -6.59888 0 -0.0314429
622.28 0.324985 -6.59589 0 -0.00574313
622.29 0.356801 -6.59244 0 0.0127455
622.3 0.336236 -6.58894 0 -0.0109839
622.31 0.338001 -6.58553 0 0.0380946
622.32 0.434981 -6.58122 0 -0.0508268
622.33 0.419609 -6.57724 0 0.0416337
622.34 0.447433 -6.57254 0 -0.0032557
622.35 0.635622 -6.56778 0 0.0124542
622.36 0.562776 -6.56193 0 0.00690917
622.37 0.347143 -6.55743 0 0.0321406
622.38 0.304687 -6.55376 0 0.0129851
622.39 0.358339 -6.55054 0 -0.0151705
622.4 0.265907 -6.5474 0 -0.0317727
622.41 0.181126 -6.54513 0 6.70546e-05
622.42 0.179896 -6.54307 0 -0.00778881
622.43 0.126216 -6.54153 0 -0.00307977
622.44 0.0714242 -6.54063 0 0.0145848
622.45 -0.0130676 -6.54044 0 0.0461544
622.46 -0.0124303 -6.54023 0 -0.00402973
622.47 -0.0442805 -6.54062 0 -0.0444176
622.48 0.0513289 -6.54078 0 0.0174008
622.49 0.0230306 -6.54041 0 0.0119046
622.5 0.17583 -6.5394 0 -0.0137787
622.51 0.207768 -6.53754 0 0.00383333
622.52 0.256727 -6.53521 0 0.0437023
622.53 0.314822 -6.53193 0 -0.00592906
622.54 0.257873 -6.52915 0 0.0307443
622.55 0.273001 -6.52614 0 -0.0515771
622.56 0.216032 -6.52438 0 -0.00118732
622.57 0.174003 -6.52247 0 -0.0128234
622.58 0.200523 -6.52067 0 0.029224
622.59 0.283838 -6.51787 0 0.00650081
622.6 0.311941 -6.51512 0 -0.00754129
622.61 0.306147 -6.51191 0 -0.0369693
622.62 0.281706 -6.50888 0 0.0464996
622.63 0.330775 -6.50582 0 0.0239266
622.64 0.270309 -6.50268 0 0.0675361
622.65 0.413534 -6.49931 0 -0.0147738
622.66 0.430745 -6.4951 0 0.0476124
622.67 0.298612 -6.4908 0 0.00296336
622.68 0.150328 -6.48843 0 0.00330194
622.69 0.189074 -6.48708 0 0.0220219
622.7 0.216595 -6.48481 0 -0.0278614
622.71 0.105132 -6.48343 0 0.01716
622.72 0.231142 -6.48177 0 0.0594779
622.73 0.380202 -6.47887 0 -0.0167131
622.74 0.34609 -6.47563 0 -0.0590464
622.75 0.197446 -6.47265 0 -0.0132723
622.76 0.208987 -6.4706 0 0.0346771
622.77 0.171241 -6.46826 0 -0.00457035
622.78 0.0203357 -6.46729 0 0.0551739
622.79 -0.0553639 -6.46744 0 0.00848268
622.8 -0.00147034 -6.46767 0 0.0596115
622.81 0.15482 -6.46684 0 -0.0421418
622.82 0.116174 -6.46606 0 -0.0440302
622.83 0.0629795 -6.4654 0 -0.0116959
622.84 0.119293 -6.46474 0 -0.0144467
622.85 0.0427497 -6.46376 0 0.00927849
622.86 0.0986967 -6.46308 0 -0.0390669
622.87 -0.0596418 -6.46288 0 0.00709837
622.88 -0.0277117 -6.46344 0 0.0325833
622.89 -0.0652107 -6.46383 0 -0.0521739
622.9 -0.300848 -6.46575 0 -0.0329355
622.91 -0.307784 -6.46877 0 0.0304545
622.92 -0.275106 -6.47193 0 0.0183137
622.93 -0.28181 -6.4748 0 0.0125873
622.94 -0.253281 -6.47709 0 -0.0709663
622.95 -0.388322 -6.48041 0 -0.0234143
622.96 -0.467793 -6.48462 0 -0.0558616
622.97 -0.304559 -6.48853 0 0.00502428
622.98 -0.336277 -6.49221 0 0.0263719
622.99 -0.371529 -6.49563 0 -0.0185885
623 -0.463207 -6.49974 0 0.015455
623.01 -0.30975 -6.50384 0 -0.00306065
623.02 -0.386759 -6.50751 0 -0.0207974
623.03 -0.51815 -6.51181 0 0.0222099
623.04 -0.567758 -6.51713 0 -0.00467495
623.05 -0.530547 -6.52224 0 0.0294693
623.06 -0.590165 -6.52715 0 0.00325432
623.07 -0.591191 -6.53327 0 0.020636
623.08 -0.566481 -6.53868 0 -0.000380549
623.09 -0.510455 -6.54406 0 0.00642214
623.1 -0.529935 -6.54902 0 0.0119514
623.11 -0.637782 -6.55509 0 -0.0222821
623.12 -0.58704 -6.56147 0 -0.0122085
623.13 -0.524941 -6.56694 0 0.0273712
623.14 -0.516052 -6.57219 0 0.0245794
623.15 -0.597927 -6.57737 0 -0.00602013
623.16 -0.615122 -6.58342 0 -0.0382226
623.17 -0.676006 -6.59003 0 0.0492469
623.18 -0.51234 -6.59546 0 0.00274334
623.19 -0.518166 -6.60082 0 -0.00292008
623.2 -0.34398 -6.60512 0 0.00396086
623.21 -0.389531 -6.60886 0 0.00932231
623.22 -0.311122 -6.61237 0 -0.0221272
623.23 -0.299574 -6.61555 0 -0.0105318
623.24 -0.298607 -6.61831 0 0.048544
623.25 -0.206124 -6.62115 0 -0.0226696
623.26 -0.183629 -6.62332 0 0.0476948
623.27 -0.136803 -6.62446 0 0.0280859
623.28 -0.03587 -6.62539 0 0.0351654
623.29 -0.0887641 -6.62509 0 0.0232334
623.3 -0.162391 -6.62576 0 -0.0242349
623.31 -0.161048 -6.62694 0 0.0320243
623.32 -0.135699 -6.62798 0 -0.00876411
623.33 0.0479548 -6.62855 0 0.000438794
623.34 -0.0826158 -6.62847 0 -0.0194631
623.35 -0.109821 -6.62933 0 -0.0305202
623.36 -0.221233 -6.6309 0 0.0206772
623.37 -0.370611 -6.63377 0 -0.0311868
623.38 -0.406553 -6.63804 0 -0.0135306
623.39 -0.513126 -6.64295 0 0.0306884
623.4 -0.334219 -6.64709 0 -0.0281871
623.41 -0.355725 -6.65054 0 -0.0338117
623.42 -0.433448 -6.65447 0 -0.0202097
623.43 -0.551138 -6.6591 0 -0.0160218
623.44 -0.609444 -6.66455 0 -0.0224548
623.45 -0.58765 -6.6706 0 -0.0045588
623.46 -0.58395 -6.67657 0 -0.0278073
623.47 -0.537101 -6.68241 0 0.0252179
623.48 -0.427165 -6.68698 0 -0.0603971
623.49 -0.384434 -6.69142 0 0.0204385
623.5 -0.435309 -6.69517 0 0.0496115
623.51 -0.482407 -6.69957 0 -0.0113084
623.52 -0.527928 -6.70469 0 0.00545198
623.53 -0.719378 -6.71053 0 -0.0161794
623.54 -0.763319 -6.71764 0 -0.0212926
623.55 -0.778279 -6.72555 0 0.0238029
623.56 -0.778356 -6.73329 0 0.017076
623.57 -0.682984 -6.74066 0 0.0151341
623.58 -0.698219 -6.74697 0 -0.00237747
623.59 -0.746245 -6.75398 0 -0.0172199
623.6 -0.903083 -6.76218 0 0.0211719
623.61 -0.716603 -6.77031 0 -0.0541342
623.62 -0.850473 -6.77843 0 -0.0340619
623.63 -0.794052 -6.7872 0 -0.0110658
623.64 -0.876454 -6.79544 0 -0.0131604
623.65 -0.87701 -6.8042 0 0.0149847
623.66 -0.85269 -6.81284 0 0.018512
623.67 -0.965752 -6.82154 0 0.00692908
623.68 -0.895904 -6.8309 0 0.0549043
623.69 -0.731635 -6.83876 0 0.00781958
623.7 -0.787852 -6.84591 0 -0.0290138
623.71 -0.722386 -6.85407 0 -0.00776885
623.72 -0.693901 -6.86118 0 -0.0116409
623.73 -0.580518 -6.86753 0 0.0237339
623.74 -0.489839 -6.873 0 0.0211518
623.75 -0.507688 -6.87771 0 0.0490098
623.76 -0.388982 -6.88201 0 0.0365764
623.77 -0.312547 -6.8851 0 -0.0216523
623.78 -0.191569 -6.88807 0 0.0115095
623.79 -0.094463 -6.88916 0 0.0167636
623.8 -0.0337433 -6.88975 0 -0.0661192
623.81 -0.211786 -6.89138 0 -0.0101465
623.82 -0.122217 -6.89334 0 -0.00885524
623.83 -0.0974147 -6.89458 0 -0.0334283
623.84 -0.229399 -6.89644 0 -0.0172091
623.85 -0.297814 -6.89903 0 -0.0183987
623.86 -0.180599 -6.90195 0 -0.0716807
623.87 -0.169633 -6.90377 0 -0.044272
623.88 -0.271261 -6.90612 0 0.0583197
623.89 -0.0697278 -6.90794 0 -0.0318669
623.9 -0.0186016 -6.90868 0 -0.0353292
623.91 -0.0856069 -6.90971 0 0.00420897
623.92 -0.182276 -6.91109 0 -0.0147952
623.93 -0.290109 -6.91317 0 0.00573895
623.94 -0.249674 -6.9163 0 -0.0245421
623.95 -0.376305 -6.91946 0 -0.0204479
623.96 -0.403232 -6.9234 0 -0.00995661
623.97 -0.454721 -6.92762 0 0.0312015
623.98 -0.367391 -6.93144 0 -0.052591
623.99 -0.546667 -6.93635 0 0.00145868
624 -0.63055 -6.94272 0 -0.0205588
624.01 -0.647565 -6.94882 0 0.00958883
624.02 -0.507829 -6.95472 0 -0.0140934
624.03 -0.328215 -6.95908 0 -0.0137388
624.04 -0.402582 -6.96258 0 0.0221335
624.05 -0.458588 -6.96656 0 0.027718
624.06 -0.43249 -6.97098 0 0.0571962
624.07 -0.222098 -6.97434 0 0.011097
624.08 -0.266049 -6.97698 0 -0.0149559
624.09 -0.428924 -6.98 0 0.00776375
624.1 -0.187752 -6.98325 0 -0.0594286
624.11 -0.185011 -6.98522 0 -0.013609
624.12 -0.212417 -6.9874 0 0.00503
624.13 -0.146182 -6.98942 0 -0.0458995
624.14 -0.241406 -6.9915 0 -0.0160482
624.15 -0.135923 -6.99335 0 -0.0226205
624.16 -0.12357 -6.99452 0 0.00337064
624.17 -0.143575 -6.99584 0 0.00172361
624.18 -0.285519 -6.99757 0 -0.00210579
624.19 -0.29046 -7.0006 0 -0.0193742
624.2 -0.295474 -7.00394 0 0.0109233
624.21 -0.124154 -7.00607 0 -0.00260382
