#t U_0 U_1 U_2 U_3 U_4 U_5 U_6 U_7 U_8 U_9 U_10 U_11 U_12 U_13 U_14 U_15 U_16 U_17 U_18 U_19 U_20 U_21 U_22 U_23 U_24 U_25 U_26 U_27 U_28 U_29 U_30 U_31 U_32 U_33 U_34 U_35 U_36 U_37 U_38 U_39 U_40 U_41 U_42 U_43 U_44 U_45 U_46 U_47 U_48 U_49 U_50 U_51 U_52 U_53 U_54 U_55 U_56 U_57 U_58 U_59 U_60 U_61 U_62 U_63 U_64 U_65 U_66 U_67 U_68 U_69 U_70 U_71 U_72 U_73 U_74 U_75 U_76 U_77 U_78 U_79 U_80 U_81 U_82 U_83 U_84 U_85 U_86 U_87 U_88 U_89 U_90 U_91 U_92 U_93 U_94 U_95 U_96 U_97 U_98 U_99 U_100 U_101 U_102 U_103 U_104 U_105 U_106 U_107 U_108 U_109 U_110 U_111 U_112 U_113 U_114 U_115 U_116 U_117 U_118 U_119 U_120 U_121 U_122 U_123 U_124 U_125 U_126 U_127
348 0.400425 0.400271 0.399891 0.399773 0.400025 0.40008 0.399955 0.40026 0.400807 0.40101 0.399752 0.399714 0.400324 0.400213 0.400475 0.401002 0.399424 0.400361 0.400615 0.400513 0.401023 0.400317 0.400747 0.399911 0.400984 0.401496 0.400809 0.400281 0.401191 0.400093 0.400268 0.401111 0.400214 0.400244 0.399846 0.399139 0.398985 0.398622 0.398134 0.397969 0.397625 0.398139 0.398414 0.398741 0.398816 0.398965 0.399184 0.399321 0.399167 0.399344 0.39959 0.399801 0.400136 0.400864 0.401155 0.400241 0.400767 0.401111 0.400565 0.400769 0.4007 0.401039 0.400408 0.400302 0.400484 0.399864 0.399842 0.400192 0.400757 0.400753 0.400067 0.401113 0.400548 0.400796 0.401028 0.400241 0.399031 0.400185 0.400177 0.400672 0.398661 0.399831 0.399314 0.399082 0.398538 0.398377 0.397125 0.397775 0.399267 0.39868 0.399985 0.399202 0.399091 0.40001 0.399522 0.399815 0.399734 0.400804 0.400354 0.40013 0.400247 0.399828 0.400616 0.400976 0.400674 0.401415 0.400347 0.399599 0.400192 0.399208 0.400717 0.40029 0.400626 0.401223 0.400785 0.400673 0.399855 0.400326 0.400052 0.400395 0.399967 0.399871 0.400382 0.399954 0.399996 0.400516 0.400158 0.399644
352 0.399721 0.400161 0.399945 0.400193 0.399463 0.400221 0.400051 0.400562 0.399988 0.400231 0.399766 0.40019 0.400506 0.400215 0.400889 0.400545 0.399899 0.399908 0.400062 0.400597 0.399548 0.400389 0.401097 0.401138 0.400668 0.400669 0.400737 0.400856 0.401018 0.400774 0.400151 0.399746 0.399224 0.398725 0.398624 0.398173 0.398493 0.398062 0.398073 0.397995 0.398312 0.3987 0.399577 0.399414 0.399966 0.400321 0.399753 0.399184 0.400438 0.399657 0.399206 0.401437 0.40026 0.400229 0.400549 0.400168 0.401541 0.400389 0.400482 0.400531 0.400433 0.401083 0.401092 0.400773 0.400669 0.400349 0.400253 0.400402 0.40036 0.399892 0.400407 0.400446 0.400468 0.400042 0.401233 0.401081 0.400349 0.400841 0.399692 0.399903 0.400173 0.399518 0.400441 0.40008 0.399617 0.3991 0.39888 0.398153 0.398836 0.397822 0.398952 0.398149 0.399037 0.398598 0.399094 0.399154 0.399315 0.400159 0.399567 0.400309 0.401037 0.400406 0.400339 0.400633 0.399806 0.400035 0.400533 0.400513 0.400025 0.400108 0.399839 0.400515 0.400491 0.400832 0.40052 0.399907 0.400332 0.400639 0.400997 0.400793 0.400036 0.399622 0.39971 0.399513 0.399891 0.400361 0.400299 0.401172
356 0.40108 0.39934 0.399841 0.40026 0.400131 0.400052 0.400138 0.399636 0.400017 0.400022 0.400062 0.400551 0.400328 0.400352 0.399921 0.400318 0.400014 0.400175 0.400894 0.400212 0.400171 0.400036 0.399969 0.400972 0.400616 0.400667 0.400743 0.400396 0.400176 0.39925 0.3992 0.399053 0.398169 0.397411 0.398079 0.398625 0.397692 0.398809 0.399103 0.400101 0.400252 0.399531 0.399884 0.400013 0.39976 0.399709 0.399922 0.399993 0.400883 0.401207 0.400827 0.399803 0.400104 0.400336 0.40063 0.400028 0.400645 0.400523 0.400619 0.400888 0.400708 0.400409 0.400817 0.400969 0.400793 0.401294 0.400747 0.399935 0.400032 0.399956 0.400635 0.400411 0.40096 0.400255 0.399966 0.400399 0.40115 0.400245 0.40049 0.400386 0.401413 0.399675 0.399624 0.400382 0.398899 0.400283 0.39995 0.400218 0.399661 0.399222 0.398565 0.398604 0.39812 0.397619 0.398019 0.399235 0.398809 0.399931 0.399532 0.399228 0.399697 0.399729 0.399646 0.400251 0.400313 0.400575 0.400361 0.399942 0.399888 0.400203 0.400453 0.400412 0.400747 0.40024 0.399429 0.400812 0.400397 0.400059 0.400628 0.400157 0.40035 0.400968 0.399588 0.399889 0.400135 0.400285 0.399893 0.400283
360 0.399767 0.399699 0.399887 0.400224 0.400286 0.399938 0.399964 0.39992 0.399914 0.400572 0.400511 0.400135 0.399441 0.400358 0.399692 0.399722 0.400967 0.400168 0.400339 0.400616 0.399874 0.400669 0.400607 0.39947 0.399889 0.399592 0.398881 0.399175 0.399151 0.398628 0.398256 0.398177 0.39725 0.398895 0.399509 0.399409 0.399285 0.400166 0.399484 0.400538 0.399743 0.399848 0.400889 0.40043 0.400321 0.400342 0.401045 0.40031 0.400381 0.400322 0.40005 0.400782 0.400556 0.399938 0.400314 0.400726 0.400462 0.400892 0.400151 0.401173 0.400784 0.400822 0.401385 0.400179 0.400098 0.400159 0.4009 0.40158 0.400083 0.400717 0.400108 0.399718 0.400719 0.400549 0.400487 0.400845 0.400083 0.40034 0.400781 0.400364 0.400041 0.399976 0.400287 0.401715 0.399719 0.39985 0.400415 0.399881 0.399737 0.400342 0.40011 0.399193 0.399293 0.399655 0.398574 0.398946 0.398235 0.397483 0.398014 0.398613 0.399437 0.399259 0.399524 0.399555 0.399264 0.400087 0.399799 0.400019 0.399786 0.401659 0.400555 0.399977 0.4001 0.399708 0.399729 0.400213 0.400922 0.400198 0.40031 0.400055 0.399766 0.400353 0.399919 0.400803 0.400626 0.400797 0.400574 0.39954
364 0.400312 0.399992 0.399757 0.399743 0.400073 0.400366 0.400321 0.399548 0.400113 0.400042 0.400119 0.400702 0.399844 0.399717 0.40007 0.399033 0.400172 0.400564 0.400861 0.400626 0.399173 0.39976 0.399401 0.399273 0.398993 0.398666 0.397672 0.396759 0.397893 0.398539 0.399171 0.399702 0.399317 0.3998 0.400125 0.39921 0.40096 0.400817 0.400006 0.399473 0.400272 0.400244 0.400821 0.40072 0.401149 0.401743 0.400972 0.400361 0.399664 0.400014 0.400376 0.400281 0.399843 0.400173 0.401245 0.400991 0.40041 0.401402 0.40089 0.400935 0.400699 0.400193 0.400288 0.400582 0.400308 0.400772 0.400911 0.40052 0.400089 0.400474 0.39999 0.400824 0.400523 0.40066 0.401422 0.400099 0.400661 0.399459 0.40052 0.400323 0.40019 0.40063 0.400168 0.400596 0.400576 0.400554 0.400517 0.400015 0.400172 0.400335 0.400527 0.401092 0.399909 0.400165 0.400074 0.398531 0.39855 0.398361 0.398541 0.39828 0.397909 0.39867 0.398392 0.39928 0.398404 0.398417 0.399398 0.400086 0.400454 0.400325 0.400029 0.400005 0.400555 0.40053 0.398848 0.40027 0.400266 0.399744 0.400455 0.400822 0.400238 0.399839 0.400364 0.399699 0.400457 0.400384 0.400641 0.400237
368 0.399947 0.400722 0.400179 0.400525 0.400471 0.399694 0.400726 0.399023 0.400114 0.400171 0.399266 0.40003 0.399955 0.399842 0.400359 0.400056 0.400088 0.399134 0.399822 0.398374 0.399467 0.399021 0.398598 0.397593 0.397518 0.398167 0.397545 0.398565 0.399284 0.39905 0.399204 0.401235 0.399905 0.400554 0.400268 0.400146 0.400126 0.400709 0.400427 0.400659 0.400604 0.400354 0.40148 0.400915 0.400561 0.400409 0.400764 0.400916 0.400766 0.400299 0.400219 0.400805 0.399695 0.400716 0.400185 0.400991 0.401521 0.401679 0.400543 0.400176 0.400108 0.400406 0.400788 0.401025 0.400137 0.401062 0.400488 0.399599 0.399952 0.400673 0.400449 0.400601 0.401049 0.400566 0.400994 0.399827 0.401102 0.400273 0.399979 0.400774 0.40025 0.400374 0.40062 0.399655 0.400287 0.400586 0.400701 0.40077 0.400954 0.40139 0.401264 0.399579 0.400367 0.399685 0.399967 0.399684 0.40013 0.399562 0.399173 0.399365 0.399024 0.39804 0.398048 0.397327 0.397815 0.398457 0.398826 0.398563 0.399434 0.399906 0.399484 0.400021 0.400162 0.399395 0.400426 0.400635 0.39971 0.399684 0.400532 0.399972 0.3997 0.400817 0.400644 0.398942 0.400088 0.400364 0.400762 0.399883
372 0.399992 0.40003 0.400004 0.400651 0.400296 0.400818 0.400358 0.399995 0.399626 0.39956 0.399972 0.399288 0.400003 0.399108 0.399692 0.399832 0.399086 0.398546 0.39845 0.397796 0.397467 0.397866 0.398145 0.397484 0.39852 0.399401 0.398916 0.399593 0.400338 0.399918 0.40061 0.399675 0.40017 0.400789 0.400179 0.401239 0.400486 0.400245 0.401096 0.40122 0.40085 0.400425 0.399968 0.400816 0.401023 0.400777 0.400582 0.400973 0.400673 0.400188 0.400425 0.40135 0.400868 0.401047 0.401185 0.399942 0.400853 0.400106 0.400452 0.400979 0.400754 0.400466 0.400516 0.400535 0.400251 0.400643 0.400674 0.400545 0.400121 0.400104 0.39996 0.400663 0.400223 0.401378 0.400814 0.400041 0.400832 0.40069 0.400746 0.400317 0.400196 0.400223 0.401015 0.39999 0.400813 0.400709 0.399977 0.401292 0.400533 0.400852 0.400195 0.400406 0.401108 0.400467 0.400244 0.3999 0.400335 0.399664 0.399655 0.399734 0.399874 0.399609 0.398807 0.399204 0.398117 0.397268 0.397477 0.398016 0.398736 0.398864 0.398391 0.399095 0.399666 0.399098 0.400067 0.400207 0.400245 0.399876 0.400783 0.399985 0.399141 0.398926 0.400377 0.400569 0.400334 0.40039 0.400231 0.40013
376 0.4002 0.399397 0.399961 0.400379 0.399928 0.400263 0.400477 0.399874 0.400241 0.400237 0.400065 0.398935 0.399105 0.398063 0.398184 0.39772 0.397726 0.398753 0.397792 0.397913 0.397503 0.397742 0.398749 0.399988 0.399145 0.399312 0.400546 0.400262 0.399491 0.399952 0.40055 0.40072 0.40059 0.401514 0.399968 0.40114 0.401634 0.399919 0.400629 0.400513 0.400739 0.400618 0.400894 0.400056 0.400291 0.40156 0.400621 0.400969 0.400699 0.401518 0.400884 0.400502 0.40077 0.40138 0.400509 0.401028 0.400298 0.400481 0.399795 0.401258 0.400541 0.40023 0.40005 0.40058 0.400535 0.401184 0.400752 0.39969 0.400425 0.399993 0.400707 0.400944 0.400428 0.400089 0.400206 0.400767 0.40087 0.400517 0.401088 0.400199 0.40073 0.400592 0.401029 0.400625 0.400607 0.400165 0.400577 0.400037 0.401112 0.400369 0.400038 0.400782 0.400539 0.400772 0.400403 0.400561 0.400715 0.400128 0.399449 0.400292 0.399718 0.399838 0.399876 0.399875 0.399833 0.399443 0.398484 0.397749 0.397323 0.397726 0.397592 0.398986 0.399069 0.397843 0.398889 0.399074 0.400648 0.399722 0.39943 0.399161 0.400486 0.400277 0.399689 0.399935 0.400256 0.400073 0.400659 0.400096
380 0.399518 0.399782 0.399405 0.400682 0.399765 0.39977 0.399934 0.399818 0.399953 0.399199 0.398401 0.39863 0.398646 0.397934 0.396987 0.397112 0.397321 0.397858 0.398749 0.399209 0.399415 0.398971 0.399398 0.399149 0.399752 0.400444 0.39964 0.400369 0.40006 0.400757 0.401115 0.400841 0.400596 0.400575 0.400745 0.401107 0.400576 0.40162 0.400503 0.400096 0.399863 0.400768 0.40084 0.400898 0.40042 0.400786 0.400551 0.401204 0.401686 0.400611 0.40109 0.401567 0.401035 0.400506 0.400011 0.400593 0.400505 0.400801 0.400365 0.400545 0.400831 0.400507 0.400049 0.400098 0.400558 0.400358 0.400806 0.400737 0.401176 0.399797 0.400617 0.400816 0.400011 0.400308 0.400635 0.400367 0.400288 0.401618 0.400324 0.401193 0.400978 0.400261 0.400708 0.400105 0.400481 0.400146 0.400828 0.400811 0.400842 0.400697 0.400571 0.4 0.399326 0.400529 0.400886 0.400342 0.400696 0.401033 0.400771 0.400007 0.400067 0.399629 0.400616 0.39974 0.399698 0.399846 0.400429 0.39973 0.398034 0.398245 0.39871 0.397954 0.397182 0.397791 0.398082 0.398112 0.398903 0.399081 0.399227 0.399454 0.399138 0.40012 0.40013 0.400457 0.400462 0.400317 0.399308 0.400387
384 0.399954 0.399596 0.398989 0.399899 0.399097 0.399449 0.399774 0.398091 0.39831 0.39819 0.397851 0.397361 0.397587 0.398441 0.398056 0.398007 0.399163 0.399343 0.400011 0.399014 0.398915 0.399012 0.399791 0.399405 0.40021 0.400105 0.400595 0.400781 0.400609 0.400457 0.40098 0.400515 0.400894 0.400689 0.400451 0.400774 0.400426 0.40072 0.401009 0.401555 0.400601 0.399971 0.400751 0.400512 0.400266 0.401129 0.401123 0.401167 0.400924 0.400997 0.400916 0.401004 0.400448 0.401333 0.401267 0.3999 0.399249 0.401063 0.401064 0.400362 0.400707 0.400184 0.400744 0.400096 0.400349 0.401033 0.400797 0.400602 0.400415 0.400674 0.400129 0.400401 0.400668 0.400136 0.400973 0.400877 0.401308 0.400803 0.400871 0.399482 0.400651 0.400816 0.400939 0.400272 0.400123 0.400697 0.40093 0.400614 0.400262 0.400789 0.400501 0.399835 0.399733 0.400331 0.400958 0.400563 0.400995 0.400484 0.400201 0.400203 0.401426 0.399923 0.399921 0.400912 0.400037 0.399526 0.399686 0.400228 0.399622 0.399924 0.399467 0.398244 0.397838 0.398618 0.39803 0.397906 0.397857 0.39827 0.398063 0.398226 0.398143 0.39972 0.399996 0.399678 0.400795 0.400112 0.399259 0.400308
388 0.399781 0.399249 0.399226 0.398432 0.398009 0.397791 0.397922 0.397678 0.39705 0.397989 0.397859 0.397862 0.39854 0.399374 0.399378 0.399928 0.399633 0.400046 0.399264 0.399034 0.398487 0.400327 0.399431 0.400681 0.400538 0.400225 0.400545 0.40011 0.400405 0.400343 0.400631 0.400531 0.400972 0.401132 0.400844 0.400632 0.400446 0.401406 0.400238 0.400033 0.401062 0.401228 0.400765 0.401106 0.400736 0.40051 0.400827 0.4017 0.399989 0.400623 0.400463 0.401284 0.400738 0.40033 0.401443 0.400672 0.400668 0.399909 0.399986 0.400383 0.400792 0.400502 0.400899 0.400448 0.401036 0.40087 0.40105 0.399888 0.400263 0.400941 0.400578 0.40094 0.400326 0.40037 0.400761 0.401391 0.400497 0.400376 0.40055 0.400835 0.401253 0.399975 0.399486 0.401401 0.400937 0.401399 0.399598 0.400281 0.400396 0.399717 0.400723 0.400067 0.40036 0.400771 0.400276 0.40093 0.400983 0.400512 0.399848 0.400629 0.40024 0.400334 0.400549 0.400762 0.400625 0.400439 0.399693 0.400064 0.399897 0.399266 0.399962 0.399183 0.399874 0.399196 0.398983 0.398706 0.398451 0.397887 0.397632 0.397778 0.397476 0.398328 0.398993 0.398313 0.4002 0.400064 0.399809 0.399021
392 0.398386 0.39757 0.396997 0.397498 0.397262 0.397531 0.39761 0.39744 0.397032 0.398465 0.399216 0.399446 0.399731 0.399553 0.40015 0.400167 0.399483 0.398984 0.399413 0.399439 0.399901 0.400421 0.400135 0.401155 0.400381 0.399972 0.399814 0.399814 0.400153 0.40055 0.400439 0.400721 0.401042 0.401148 0.40093 0.4015 0.400769 0.400394 0.399816 0.400402 0.401327 0.400783 0.400861 0.401277 0.401438 0.400886 0.400596 0.400035 0.400688 0.401001 0.399949 0.400391 0.401226 0.400417 0.400918 0.40042 0.400274 0.401242 0.400591 0.399802 0.400907 0.400424 0.40035 0.400785 0.400884 0.400854 0.401011 0.400459 0.401127 0.401285 0.400281 0.400761 0.400632 0.400316 0.400536 0.400455 0.401192 0.400173 0.400259 0.401207 0.400907 0.400585 0.400817 0.400223 0.4004 0.400473 0.400727 0.400496 0.400516 0.399486 0.400048 0.399757 0.400795 0.400873 0.4011 0.400762 0.400647 0.400296 0.400208 0.40058 0.400259 0.400283 0.400062 0.400362 0.400358 0.40051 0.400485 0.400703 0.400353 0.40032 0.400167 0.399142 0.398795 0.399718 0.399719 0.4001 0.398887 0.399008 0.398634 0.398499 0.397922 0.397942 0.398119 0.398157 0.397527 0.398582 0.398599 0.399245
396 0.395953 0.396885 0.397039 0.395972 0.397406 0.397328 0.397739 0.398952 0.399638 0.399387 0.398578 0.398958 0.400247 0.399886 0.399674 0.399594 0.400153 0.399885 0.400098 0.399712 0.400126 0.400236 0.400055 0.399826 0.400325 0.400237 0.400858 0.400351 0.4001 0.399876 0.40051 0.400588 0.400656 0.40135 0.401207 0.400731 0.400799 0.400455 0.400677 0.401409 0.400533 0.400393 0.400632 0.401204 0.401014 0.400744 0.400139 0.401262 0.400533 0.400713 0.40048 0.400506 0.399827 0.400001 0.400502 0.401395 0.400737 0.400922 0.400331 0.400139 0.400336 0.400717 0.401142 0.400486 0.400896 0.400756 0.402095 0.400422 0.400961 0.400793 0.400413 0.400342 0.401175 0.400286 0.401238 0.401049 0.399796 0.400759 0.400615 0.400431 0.399897 0.400786 0.400904 0.40091 0.401102 0.3996 0.400722 0.400124 0.399823 0.400432 0.400755 0.400485 0.400319 0.400366 0.40095 0.400081 0.401051 0.400734 0.399763 0.40045 0.400761 0.399761 0.400466 0.400119 0.400438 0.400087 0.400579 0.401045 0.400751 0.400362 0.400414 0.399833 0.399662 0.398695 0.399473 0.399914 0.399761 0.399138 0.399796 0.399671 0.399304 0.398982 0.398285 0.39797 0.397137 0.396862 0.395736 0.396576
400 0.395366 0.395663 0.396145 0.397351 0.398138 0.398053 0.398638 0.398764 0.39889 0.398291 0.399298 0.39951 0.400014 0.399501 0.399769 0.40107 0.399631 0.400442 0.399706 0.39943 0.400071 0.400918 0.399194 0.400073 0.400202 0.399893 0.400863 0.400559 0.400676 0.400565 0.40101 0.400913 0.400151 0.399636 0.400656 0.401139 0.401508 0.400192 0.401284 0.401178 0.400351 0.400571 0.400229 0.400991 0.400171 0.401299 0.401217 0.400603 0.400451 0.399996 0.400527 0.400539 0.400984 0.39984 0.400335 0.400466 0.400289 0.400859 0.400402 0.40061 0.400436 0.400982 0.400933 0.401125 0.401572 0.401312 0.401088 0.400564 0.400465 0.399886 0.400802 0.401114 0.401173 0.400994 0.400733 0.401083 0.400421 0.400613 0.399852 0.400531 0.400268 0.400849 0.400167 0.400234 0.400712 0.401097 0.399971 0.400083 0.400546 0.401036 0.400329 0.400487 0.400306 0.400782 0.400214 0.399934 0.400802 0.400068 0.401007 0.399822 0.399558 0.400802 0.400546 0.401391 0.400591 0.400307 0.400581 0.399774 0.399616 0.400976 0.40089 0.399752 0.400254 0.399177 0.399603 0.399787 0.399557 0.399642 0.399699 0.399672 0.400135 0.398421 0.399194 0.397163 0.396808 0.396311 0.395831 0.395492
404 0.396862 0.397885 0.397039 0.397725 0.397274 0.39808 0.397906 0.398014 0.39783 0.398341 0.3992 0.399414 0.399125 0.399936 0.400913 0.400162 0.399737 0.399894 0.399608 0.399584 0.399819 0.400133 0.399934 0.401234 0.399867 0.400052 0.400115 0.400721 0.40085 0.400797 0.400572 0.400835 0.40033 0.400719 0.40082 0.400618 0.400505 0.399998 0.401116 0.400359 0.400505 0.40107 0.400928 0.400727 0.400294 0.400703 0.401073 0.400443 0.400099 0.401368 0.400581 0.400089 0.400205 0.399741 0.400405 0.400911 0.40033 0.400392 0.400861 0.400713 0.400494 0.400815 0.40175 0.401117 0.401293 0.400672 0.401072 0.400547 0.400537 0.400768 0.400681 0.401572 0.400596 0.400392 0.401382 0.40061 0.400493 0.400156 0.400942 0.400423 0.400096 0.400596 0.40044 0.400146 0.400015 0.400345 0.400263 0.400957 0.40128 0.400562 0.400944 0.400233 0.399936 0.400104 0.400402 0.399703 0.400132 0.401073 0.401157 0.399477 0.399395 0.401972 0.400663 0.400174 0.401027 0.40086 0.399389 0.401008 0.400505 0.399801 0.399827 0.399113 0.400039 0.400264 0.400061 0.400109 0.400122 0.399226 0.398477 0.399367 0.399063 0.397673 0.39745 0.397451 0.397072 0.396866 0.397318 0.397185
408 0.398967 0.398489 0.398761 0.398639 0.398029 0.397432 0.397481 0.398189 0.397851 0.398352 0.397945 0.398939 0.398237 0.399223 0.399662 0.399766 0.400164 0.400587 0.398868 0.399415 0.400364 0.400782 0.39948 0.399348 0.40037 0.401009 0.401141 0.401128 0.400546 0.399629 0.400685 0.400945 0.400425 0.400057 0.401201 0.400602 0.399973 0.400137 0.400421 0.401086 0.40098 0.399995 0.399816 0.400982 0.401119 0.401444 0.400494 0.400866 0.400137 0.400607 0.399898 0.400229 0.40059 0.400216 0.400711 0.40003 0.400467 0.401016 0.400602 0.401065 0.401464 0.40123 0.400561 0.400319 0.400756 0.401408 0.400786 0.400604 0.401873 0.400285 0.400304 0.400965 0.400842 0.400728 0.401255 0.40079 0.400112 0.400308 0.400725 0.400537 0.400476 0.400142 0.400159 0.400452 0.39983 0.400539 0.401157 0.401158 0.401139 0.399887 0.399236 0.401579 0.400005 0.399411 0.400426 0.4006 0.40047 0.40022 0.401001 0.400466 0.400687 0.400656 0.400217 0.400421 0.400829 0.399885 0.401282 0.400723 0.39955 0.399493 0.39996 0.39896 0.400482 0.400101 0.399199 0.399243 0.399444 0.398699 0.39869 0.39761 0.397425 0.397625 0.397941 0.398075 0.398612 0.398588 0.398566 0.398254
412 0.398996 0.39815 0.399654 0.399574 0.398748 0.399565 0.399275 0.398604 0.398527 0.396912 0.39737 0.398338 0.398184 0.397795 0.39881 0.39989 0.398855 0.399249 0.39985 0.400141 0.399513 0.399867 0.399936 0.400486 0.400093 0.400472 0.400331 0.401498 0.401201 0.401059 0.400271 0.399794 0.399639 0.399794 0.39964 0.40087 0.400383 0.401578 0.400063 0.400507 0.400198 0.400819 0.400219 0.400288 0.401449 0.400635 0.400577 0.40046 0.400578 0.400795 0.400202 0.400565 0.400294 0.399643 0.400742 0.400795 0.400988 0.40125 0.400772 0.400564 0.400564 0.401252 0.400851 0.401835 0.400696 0.400336 0.39983 0.400841 0.400792 0.400841 0.400812 0.401838 0.400351 0.400559 0.400599 0.401406 0.400499 0.400359 0.400435 0.400095 0.400022 0.400132 0.400568 0.400333 0.400909 0.40089 0.400391 0.401178 0.40026 0.400055 0.399888 0.400343 0.399853 0.40016 0.401133 0.400615 0.400847 0.39986 0.400958 0.401164 0.40062 0.399915 0.40054 0.399623 0.401225 0.400658 0.399712 0.40046 0.399442 0.399729 0.399794 0.399547 0.398535 0.39929 0.399079 0.39858 0.397918 0.398205 0.397703 0.397629 0.398193 0.399223 0.399077 0.39935 0.399167 0.399759 0.399392 0.398984
416 0.400287 0.399561 0.399685 0.399488 0.399801 0.399685 0.399437 0.398903 0.399496 0.398567 0.3986 0.398531 0.398235 0.397621 0.39771 0.398966 0.398183 0.398271 0.399179 0.399351 0.39951 0.399529 0.400543 0.399962 0.399901 0.400858 0.40087 0.401468 0.400055 0.399661 0.400035 0.399755 0.400902 0.399703 0.400139 0.400056 0.400209 0.400154 0.400065 0.400512 0.400618 0.401467 0.4007 0.40011 0.400601 0.400547 0.399879 0.401149 0.400809 0.400086 0.401196 0.4009 0.399774 0.400183 0.40099 0.400946 0.400573 0.401178 0.401096 0.401161 0.399885 0.401591 0.401508 0.399487 0.401037 0.400171 0.400315 0.401305 0.400251 0.400678 0.400633 0.400669 0.40111 0.401253 0.401342 0.400755 0.399992 0.400608 0.40019 0.399813 0.400611 0.400325 0.400223 0.400933 0.400584 0.400942 0.399864 0.400639 0.399943 0.400286 0.400659 0.40056 0.400986 0.399736 0.400934 0.399916 0.400933 0.401385 0.400267 0.399984 0.400636 0.400564 0.400295 0.400505 0.400133 0.399881 0.399509 0.4001 0.399521 0.399127 0.398517 0.398409 0.398822 0.398399 0.397697 0.398232 0.398375 0.398393 0.399194 0.39958 0.399516 0.399026 0.399352 0.399668 0.39942 0.39922 0.399783 0.399437
420 0.399836 0.40041 0.400907 0.400092 0.398648 0.399579 0.399831 0.399339 0.399756 0.400322 0.399111 0.399649 0.398834 0.399053 0.39825 0.398054 0.39768 0.398722 0.397682 0.398695 0.398494 0.399564 0.399999 0.399785 0.399863 0.400116 0.40019 0.399827 0.399752 0.400698 0.39997 0.399948 0.399792 0.400621 0.400217 0.400071 0.399708 0.400291 0.39956 0.399957 0.40122 0.399657 0.400526 0.401161 0.401645 0.40058 0.400597 0.400652 0.400337 0.399951 0.40087 0.40071 0.401715 0.399927 0.400509 0.400635 0.400532 0.400946 0.401571 0.401476 0.401338 0.399912 0.400731 0.399342 0.400358 0.400754 0.400882 0.400266 0.400966 0.400758 0.40095 0.400397 0.400307 0.401241 0.401011 0.400774 0.400573 0.400986 0.400097 0.399637 0.400448 0.400716 0.400616 0.400137 0.39993 0.400614 0.401142 0.399842 0.400323 0.400891 0.40097 0.40006 0.400336 0.401358 0.401174 0.400448 0.399783 0.400549 0.400448 0.400384 0.400308 0.399852 0.399251 0.400755 0.400184 0.400011 0.39874 0.398652 0.398537 0.398483 0.398599 0.398192 0.397737 0.398226 0.398912 0.398902 0.400167 0.399088 0.400186 0.400177 0.399401 0.398868 0.399022 0.399376 0.399553 0.400655 0.399859 0.399781
